tab 	specimens
analysts	citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-1		BD1-1a
	This study	mc	4.6	288.8	51.3	1.2	1	16	100	BD1-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 12:47:14	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-2	pmagpy-4.2.24-1: demag_gui	BD1-2a
	This study	mc	4.6	292.8	39.1	1.2	1	16	0	BD1-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 12:47:14	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-2	pmagpy-4.2.24-1: demag_gui	BD1-2a
	This study	mc	4.6	254.1	46.1	1.2	1	16	-1	BD1-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 12:47:14	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-2	pmagpy-4.2.24-1: demag_gui	BD1-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-2		BD1-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-2		BD1-2a
	This study	mc	1.1	292.7	53	1.5	1	15	100	BD1-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 13:39:53	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-3	pmagpy-4.2.24-1: demag_gui	BD1-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-3		BD1-3a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-3		BD1-3a
	This study	mc	1.1	296.1	40.5	1.5	1	15	0	BD1-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 13:39:53	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-3	pmagpy-4.2.24-1: demag_gui	BD1-3a
	This study	mc	1.1	260.2	65.5	1.5	1	15	-1	BD1-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 13:39:53	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-3	pmagpy-4.2.24-1: demag_gui	BD1-3a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-4		BD1-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-4		BD1-4a
	This study	mc	3.5	291.1	52.1	1	1	15	100	BD1-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 14:32:31	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-4	pmagpy-4.2.24-1: demag_gui	BD1-4a
	This study	mc	3.5	294.7	39.7	1	1	15	0	BD1-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 14:32:31	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-4	pmagpy-4.2.24-1: demag_gui	BD1-4a
	This study	mc	3.5	257.4	76.2	1	1	15	-1	BD1-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 14:32:31	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-4	pmagpy-4.2.24-1: demag_gui	BD1-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-5		BD1-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-5		BD1-5a
	This study	mc	6.2	295.8	41	0.9	1	11	0	BD1-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 15:24:30	u	Diabase	0.1	0.05	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-5	pmagpy-4.2.24-1: demag_gui	BD1-5a
	This study	mc	6.2	242.7	73.6	0.9	1	11	-1	BD1-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 15:24:30	u	Diabase	0.1	0.05	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-5	pmagpy-4.2.24-1: demag_gui	BD1-5a
	This study	mc	6.2	292.2	53.5	0.9	1	11	100	BD1-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 15:24:30	u	Diabase	0.1	0.05	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-5	pmagpy-4.2.24-1: demag_gui	BD1-5a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-6		BD1-6a
	This study	mc	3.9	147	54.7	0.6	1	13	-1	BD1-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 16:19:58	u	Diabase	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-6	pmagpy-4.2.24-1: demag_gui	BD1-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-6		BD1-6a
	This study	mc	3.9	294.5	40.1	0.6	1	13	0	BD1-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 16:19:58	u	Diabase	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-6	pmagpy-4.2.24-1: demag_gui	BD1-6a
	This study	mc	3.9	290.8	52.5	0.6	1	13	100	BD1-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 16:19:58	u	Diabase	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-6	pmagpy-4.2.24-1: demag_gui	BD1-6a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-7		BD1-7a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-7		BD1-7a
	This study	mc	2.6	146.9	56.8	0.5	1	13	-1	BD1-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 18:34:09	u	Diabase	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-7	pmagpy-4.2.24-1: demag_gui	BD1-7a
	This study	mc	2.6	280.7	53	0.5	1	13	100	BD1-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 18:34:09	u	Diabase	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-7	pmagpy-4.2.24-1: demag_gui	BD1-7a
	This study	mc	2.6	286.6	41.3	0.5	1	13	0	BD1-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 18:34:09	u	Diabase	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-7	pmagpy-4.2.24-1: demag_gui	BD1-7a
	This study	mc	1.1	291.6	58.7	1.2	1	15	100	BD1-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 19:28:44	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-8	pmagpy-4.2.24-1: demag_gui	BD1-8a
	This study	mc	1.1	296	46.2	1.2	1	15	0	BD1-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 19:28:44	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-8	pmagpy-4.2.24-1: demag_gui	BD1-8a
	This study	mc	1.1	230.9	29.6	1.2	1	15	-1	BD1-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 19:28:44	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-8	pmagpy-4.2.24-1: demag_gui	BD1-8a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-8		BD1-8a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-8		BD1-8a
	This study	mc	1.3	292.5	37.1	1.7	1	15	0	BD1-9a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 20:20:09	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD1-9	pmagpy-4.2.24-1: demag_gui	BD1-9a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD1-9		BD1-9a
	This study	mc	1.3	288.7	49.4	1.7	1	15	100	BD1-9a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 20:20:09	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD1-9	pmagpy-4.2.24-1: demag_gui	BD1-9a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD1-9		BD1-9a
	This study	mc	1.3	290.9	44.4	1.7	1	15	-1	BD1-9a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-14 20:20:09	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD1-9	pmagpy-4.2.24-1: demag_gui	BD1-9a
	This study	mt	2.1	305.8	63.3	3.8	1	12	100	BD10-10a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:52:28	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-10	pmagpy-4.2.24-1: demag_gui	BD10-10a
	This study	mt	2.1	221.9	19.7	3.8	1	12	-1	BD10-10a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:52:28	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-10	pmagpy-4.2.24-1: demag_gui	BD10-10a
	This study	mt	2.1	306.6	50.4	3.8	1	12	0	BD10-10a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:52:28	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-10	pmagpy-4.2.24-1: demag_gui	BD10-10a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-10		BD10-10a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-10		BD10-10a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-1		BD10-1a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-1		BD10-1a
	This study	mt	1.4	297.6	55.2	2.5	1	12	100	BD10-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:34:49	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-1	pmagpy-4.2.24-1: demag_gui	BD10-1a
	This study	mt	1.4	300.1	42.5	2.5	1	12	0	BD10-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:34:49	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-1	pmagpy-4.2.24-1: demag_gui	BD10-1a
	This study	mt	1.4	257.3	47.2	2.5	1	12	-1	BD10-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:34:49	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-1	pmagpy-4.2.24-1: demag_gui	BD10-1a
	This study	mt	1.2	241.2	40.2	2.8	1	12	-1	BD10-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:36:21	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-2	pmagpy-4.2.24-1: demag_gui	BD10-2a
	This study	mt	1.2	293.9	58.1	2.8	1	12	100	BD10-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:36:21	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-2	pmagpy-4.2.24-1: demag_gui	BD10-2a
	This study	mt	1.2	297.6	45.5	2.8	1	12	0	BD10-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:36:21	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-2	pmagpy-4.2.24-1: demag_gui	BD10-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-2		BD10-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-2		BD10-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-3		BD10-3a
	This study	mt	0.9	286.9	59	2.6	1	12	100	BD10-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:40:46	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-3	pmagpy-4.2.24-1: demag_gui	BD10-3a
	This study	mt	0.9	292.5	46.8	2.6	1	12	0	BD10-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:40:46	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-3	pmagpy-4.2.24-1: demag_gui	BD10-3a
	This study	mt	0.9	228.3	24	2.6	1	12	-1	BD10-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:40:46	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-3	pmagpy-4.2.24-1: demag_gui	BD10-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-3		BD10-3a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-4		BD10-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-4		BD10-4a
	This study	mt	1.1	282.7	61.3	3.3	1	12	100	BD10-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:24:34	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-4	pmagpy-4.2.24-1: demag_gui	BD10-4a
	This study	mt	1.1	289.8	49.3	3.3	1	12	0	BD10-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:24:34	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-4	pmagpy-4.2.24-1: demag_gui	BD10-4a
	This study	mt	1.1	223.9	26.4	3.3	1	12	-1	BD10-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:24:34	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-4	pmagpy-4.2.24-1: demag_gui	BD10-4a
	This study	mt	1.6	286.1	62	1.4	1	11	100	BD10-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:44:36	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-5	pmagpy-4.2.24-1: demag_gui	BD10-5a
	This study	mt	1.6	292.5	49.8	1.4	1	11	0	BD10-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:44:36	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-5	pmagpy-4.2.24-1: demag_gui	BD10-5a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-5		BD10-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-5		BD10-5a
	This study	mt	1.6	243.4	68.7	1.4	1	11	-1	BD10-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:44:36	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-5	pmagpy-4.2.24-1: demag_gui	BD10-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-6		BD10-6a
	This study	mt	1.2	293.9	44.1	1.5	1	11	0	BD10-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:46:07	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-6	pmagpy-4.2.24-1: demag_gui	BD10-6a
	This study	mt	1.2	289.3	56.4	1.5	1	11	100	BD10-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:46:07	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-6	pmagpy-4.2.24-1: demag_gui	BD10-6a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-6		BD10-6a
	This study	mt	1.2	351.7	56	1.5	1	11	-1	BD10-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:46:07	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-6	pmagpy-4.2.24-1: demag_gui	BD10-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-7		BD10-7a
	This study	mt	1.7	298.7	45	2.7	1	12	0	BD10-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 17:01:25	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-7	pmagpy-4.2.24-1: demag_gui	BD10-7a
	This study	mt	1.7	295.5	57.6	2.7	1	12	100	BD10-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 17:01:25	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-7	pmagpy-4.2.24-1: demag_gui	BD10-7a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-7		BD10-7a
	This study	mt	1.7	223.8	30.6	2.7	1	12	-1	BD10-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 17:01:25	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-7	pmagpy-4.2.24-1: demag_gui	BD10-7a
	This study	mt	1	296.2	57.6	2	1	9	100	BD10-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:49:22	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-8	pmagpy-4.2.24-1: demag_gui	BD10-8a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-8		BD10-8a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-8		BD10-8a
	This study	mt	1	299.3	44.9	2	1	9	0	BD10-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:49:22	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-8	pmagpy-4.2.24-1: demag_gui	BD10-8a
	This study	mt	1	224.3	27.4	2	1	9	-1	BD10-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:49:22	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-8	pmagpy-4.2.24-1: demag_gui	BD10-8a
	This study	mt	1.5	298.7	42.6	2.8	1	12	0	BD10-9a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:50:58	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD10-9	pmagpy-4.2.24-1: demag_gui	BD10-9a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD10-9		BD10-9a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD10-9		BD10-9a
	This study	mt	1.5	295.7	55.2	2.8	1	12	100	BD10-9a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:50:58	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD10-9	pmagpy-4.2.24-1: demag_gui	BD10-9a
	This study	mt	1.5	230.8	20.9	2.8	1	12	-1	BD10-9a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:50:58	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD10-9	pmagpy-4.2.24-1: demag_gui	BD10-9a
	This study	mt	0	290.7	57.5	2	1	12	100	BD11-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:54:46	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-1	pmagpy-4.2.24-1: demag_gui	BD11-1a
	This study	mt	0	196.3	48.7	2	1	12	-1	BD11-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:54:46	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-1	pmagpy-4.2.24-1: demag_gui	BD11-1a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-1		BD11-1a
	This study	mt	0	295.1	45.1	2	1	12	0	BD11-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 14:54:46	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-1	pmagpy-4.2.24-1: demag_gui	BD11-1a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-1		BD11-1a
	This study	mt	1.3	290.9	54	2.2	1	12	100	BD11-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:27:53	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-2	pmagpy-4.2.24-1: demag_gui	BD11-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-2		BD11-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-2		BD11-2a
	This study	mt	1.3	204.6	61.2	2.2	1	12	-1	BD11-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:27:53	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-2	pmagpy-4.2.24-1: demag_gui	BD11-2a
	This study	mt	1.3	294.8	41.5	2.2	1	12	0	BD11-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:27:53	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-2	pmagpy-4.2.24-1: demag_gui	BD11-2a
	This study	mt	0.4	226.8	36.7	1.2	1	12	-1	BD11-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:00:45	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-3	pmagpy-4.2.24-1: demag_gui	BD11-3a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-3		BD11-3a
	This study	mt	0.4	295.2	54	1.2	1	12	100	BD11-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:00:45	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-3	pmagpy-4.2.24-1: demag_gui	BD11-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-3		BD11-3a
	This study	mt	0.4	298.2	41.4	1.2	1	12	0	BD11-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:00:45	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-3	pmagpy-4.2.24-1: demag_gui	BD11-3a
	This study	mt	1.6	295.1	56	2.9	1	12	100	BD11-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:29:37	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-4	pmagpy-4.2.24-1: demag_gui	BD11-4a
	This study	mt	1.6	227.9	40.3	2.9	1	12	-1	BD11-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:29:37	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-4	pmagpy-4.2.24-1: demag_gui	BD11-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-4		BD11-4a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-4		BD11-4a
	This study	mt	1.6	298.3	43.3	2.9	1	12	0	BD11-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:29:37	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-4	pmagpy-4.2.24-1: demag_gui	BD11-4a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-5		BD11-5a
	This study	mt	2	302.6	39.3	2.2	1	12	0	BD11-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:31:11	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-5	pmagpy-4.2.24-1: demag_gui	BD11-5a
	This study	mt	2	166.5	64.9	2.2	1	12	-1	BD11-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:31:11	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-5	pmagpy-4.2.24-1: demag_gui	BD11-5a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-5		BD11-5a
	This study	mt	2	301.1	52.1	2.2	1	12	100	BD11-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:31:11	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-5	pmagpy-4.2.24-1: demag_gui	BD11-5a
	This study	mt	1.6	176.8	57.7	2.5	1	12	-1	BD11-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:05:30	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-6	pmagpy-4.2.24-1: demag_gui	BD11-6a
	This study	mt	1.6	297.7	44.3	2.5	1	12	0	BD11-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:05:30	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-6	pmagpy-4.2.24-1: demag_gui	BD11-6a
	This study	mt	1.6	294.2	56.9	2.5	1	12	100	BD11-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:05:30	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-6	pmagpy-4.2.24-1: demag_gui	BD11-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-6		BD11-6a
