tab 	specimens
analysts	citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-6		BD11-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-7		BD11-7a
	This study	mt	1.3	286.6	48.4	2.9	1	12	100	BD11-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:32:51	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-7	pmagpy-4.2.24-1: demag_gui	BD11-7a
	This study	mt	1.3	194.1	71.1	2.9	1	12	-1	BD11-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:32:51	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-7	pmagpy-4.2.24-1: demag_gui	BD11-7a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-7		BD11-7a
	This study	mt	1.3	290.7	36.3	2.9	1	12	0	BD11-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:32:51	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-7	pmagpy-4.2.24-1: demag_gui	BD11-7a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD11-8		BD11-8a
	This study	mt	0.8	175	72.3	1.3	1	12	-1	BD11-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:34:35	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD11-8	pmagpy-4.2.24-1: demag_gui	BD11-8a
	This study	mt	0.8	290.3	54	1.3	1	12	100	BD11-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:34:35	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD11-8	pmagpy-4.2.24-1: demag_gui	BD11-8a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD11-8		BD11-8a
	This study	mt	0.8	294.3	41.6	1.3	1	12	0	BD11-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:34:35	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD11-8	pmagpy-4.2.24-1: demag_gui	BD11-8a
	This study	mt	1.7	286.8	36.9	3.8	1	12	0	BD12-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:10:39	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-1	pmagpy-4.2.24-1: demag_gui	BD12-1a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-1		BD12-1a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-1		BD12-1a
	This study	mt	1.7	281.8	48.6	3.8	1	12	100	BD12-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:10:39	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-1	pmagpy-4.2.24-1: demag_gui	BD12-1a
	This study	mt	1.7	141.5	18.4	3.8	1	12	-1	BD12-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:10:39	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-1	pmagpy-4.2.24-1: demag_gui	BD12-1a
	This study	mt	3.3	289.4	51	2.3	1	12	100	BD12-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:12:19	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-2	pmagpy-4.2.24-1: demag_gui	BD12-2a
	This study	mt	3.3	293.2	38.7	2.3	1	12	0	BD12-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:12:19	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-2	pmagpy-4.2.24-1: demag_gui	BD12-2a
	This study	mt	3.3	150.9	14.2	2.3	1	12	-1	BD12-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:12:19	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-2	pmagpy-4.2.24-1: demag_gui	BD12-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-2		BD12-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-2		BD12-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-3		BD12-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-3		BD12-3a
	This study	mt	3.6	153.3	19.7	2.6	1	10	-1	BD12-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:13:56	u	Diabase	863	807	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-3	pmagpy-4.2.24-1: demag_gui	BD12-3a
	This study	mt	3.6	290.6	40.5	2.6	1	10	0	BD12-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:13:56	u	Diabase	863	807	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-3	pmagpy-4.2.24-1: demag_gui	BD12-3a
	This study	mt	3.6	285.8	52.6	2.6	1	10	100	BD12-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:13:56	u	Diabase	863	807	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-3	pmagpy-4.2.24-1: demag_gui	BD12-3a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-4		BD12-4a
	This study	mt	2.8	160.1	15	2.4	1	12	-1	BD12-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:36:18	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-4	pmagpy-4.2.24-1: demag_gui	BD12-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-4		BD12-4a
	This study	mt	2.8	286.8	49.4	2.4	1	12	100	BD12-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:36:18	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-4	pmagpy-4.2.24-1: demag_gui	BD12-4a
	This study	mt	2.8	291	37.2	2.4	1	12	0	BD12-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 16:36:18	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-4	pmagpy-4.2.24-1: demag_gui	BD12-4a
	This study	mt	1.4	289.1	48.7	2.3	1	12	100	BD12-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:50:06	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-5	pmagpy-4.2.24-1: demag_gui	BD12-5a
	This study	mt	1.4	292.7	36.4	2.3	1	12	0	BD12-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:50:06	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-5	pmagpy-4.2.24-1: demag_gui	BD12-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-5		BD12-5a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-5		BD12-5a
	This study	mt	1.4	172.1	10.7	2.3	1	12	-1	BD12-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:50:06	u	Diabase	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-5	pmagpy-4.2.24-1: demag_gui	BD12-5a
	This study	mt	2.1	217.5	27	4.7	1	9	-1	BD12-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:51:42	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-6	pmagpy-4.2.24-1: demag_gui	BD12-6a
	This study	mt	2.1	284.4	53.3	4.7	1	9	100	BD12-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:51:42	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-6	pmagpy-4.2.24-1: demag_gui	BD12-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-6		BD12-6a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-6		BD12-6a
	This study	mt	2.1	289.6	41.3	4.7	1	9	0	BD12-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:51:42	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-6	pmagpy-4.2.24-1: demag_gui	BD12-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-7		BD12-7a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-7		BD12-7a
	This study	mt	1.5	142.6	-34.6	2.1	1	9	-1	BD12-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:53:24	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-7	pmagpy-4.2.24-1: demag_gui	BD12-7a
	This study	mt	1.5	270.5	33.9	2.1	1	9	0	BD12-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:53:24	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-7	pmagpy-4.2.24-1: demag_gui	BD12-7a
	This study	mt	1.5	263.6	43.5	2.1	1	9	100	BD12-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:53:24	u	Diabase	863	810	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-7	pmagpy-4.2.24-1: demag_gui	BD12-7a
	This study	mt	2.2	162.3	-25.1	2.4	1	11	-1	BD12-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:55:10	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD12-8	pmagpy-4.2.24-1: demag_gui	BD12-8a
	This study	mt	2.2	296.9	38	2.4	1	11	0	BD12-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:55:10	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD12-8	pmagpy-4.2.24-1: demag_gui	BD12-8a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD12-8		BD12-8a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD12-8		BD12-8a
	This study	mt	2.2	294	50.6	2.4	1	11	100	BD12-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-09-17 15:55:10	u	Diabase	863	803	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD12-8	pmagpy-4.2.24-1: demag_gui	BD12-8a
	This study	lmt	8.5	307.9	37.2	1	2	4	100	BD13-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:30:02	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-1	pmagpy-4.2.24-1: demag_gui	BD13-1a
	This study	mt	0.9	271.7	36.5	3.7	2	7	100	BD13-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:30:02	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-1	pmagpy-4.2.24-1: demag_gui	BD13-1a
	This study	lmt	8.5	308	24.3	1	2	4	0	BD13-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:30:02	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-1	pmagpy-4.2.24-1: demag_gui	BD13-1a
	This study	mt	0.9	276.2	25.9	3.7	2	7	0	BD13-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:30:02	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-1	pmagpy-4.2.24-1: demag_gui	BD13-1a
	This study	lmt	8.5	125.9	57.9	1	2	4	-1	BD13-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:30:02	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-1	pmagpy-4.2.24-1: demag_gui	BD13-1a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD13-1		BD13-1a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD13-1		BD13-1a
	This study	mt	0.9	190	70.8	3.7	2	7	-1	BD13-1a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:30:02	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-1	pmagpy-4.2.24-1: demag_gui	BD13-1a
	This study	mt	2.2	278.5	22.6	3.5	2	9	0	BD13-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:31:17	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-2	pmagpy-4.2.24-1: demag_gui	BD13-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD13-2		BD13-2a
	This study	mt	2.2	177	79.4	3.5	2	9	-1	BD13-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:31:17	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-2	pmagpy-4.2.24-1: demag_gui	BD13-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD13-2		BD13-2a
	This study	lmt	12	108.9	59.2	0.4	2	4	-1	BD13-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:31:17	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-2	pmagpy-4.2.24-1: demag_gui	BD13-2a
	This study	lmt	12	308.9	19.9	0.4	2	4	0	BD13-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:31:17	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-2	pmagpy-4.2.24-1: demag_gui	BD13-2a
	This study	mt	2.2	274.8	33.5	3.5	2	9	100	BD13-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:31:17	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-2	pmagpy-4.2.24-1: demag_gui	BD13-2a
	This study	lmt	12	309	32.8	0.4	2	4	100	BD13-2a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:31:17	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-2	pmagpy-4.2.24-1: demag_gui	BD13-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD13-3		BD13-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD13-3		BD13-3a
	This study	mt	1.5	275.6	35.5	2.6	2	9	100	BD13-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:32:28	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-3	pmagpy-4.2.24-1: demag_gui	BD13-3a
	This study	lmt	11.9	309.6	20	1	2	4	0	BD13-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:32:28	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-3	pmagpy-4.2.24-1: demag_gui	BD13-3a
	This study	mt	1.5	179.9	74.5	2.6	2	9	-1	BD13-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:32:28	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-3	pmagpy-4.2.24-1: demag_gui	BD13-3a
	This study	lmt	11.9	114.2	58.9	1	2	4	-1	BD13-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:32:28	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-3	pmagpy-4.2.24-1: demag_gui	BD13-3a
	This study	lmt	11.9	309.7	32.9	1	2	4	100	BD13-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:32:28	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-3	pmagpy-4.2.24-1: demag_gui	BD13-3a
	This study	mt	1.5	279.5	24.5	2.6	2	9	0	BD13-3a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:32:28	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-3	pmagpy-4.2.24-1: demag_gui	BD13-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD13-4		BD13-4a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD13-4		BD13-4a
	This study	mt	2.8	195.6	68.6	2.3	2	9	-1	BD13-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:33:40	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-4	pmagpy-4.2.24-1: demag_gui	BD13-4a
	This study	lmt	11.5	300.3	40.9	0.7	2	4	100	BD13-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:33:40	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-4	pmagpy-4.2.24-1: demag_gui	BD13-4a
	This study	mt	2.8	270.6	31	2.3	2	9	100	BD13-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:33:40	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-4	pmagpy-4.2.24-1: demag_gui	BD13-4a
	This study	lmt	11.5	301.5	28.1	0.7	2	4	0	BD13-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:33:40	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-4	pmagpy-4.2.24-1: demag_gui	BD13-4a
	This study	mt	2.8	274.3	20.5	2.3	2	9	0	BD13-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:33:40	u	Diabase	863	818	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-4	pmagpy-4.2.24-1: demag_gui	BD13-4a
	This study	lmt	11.5	145.9	55.3	0.7	2	4	-1	BD13-4a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:33:40	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-4	pmagpy-4.2.24-1: demag_gui	BD13-4a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD13-5		BD13-5a
	This study	lmt	12	114.3	46	0.5	2	4	-1	BD13-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:34:50	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-5	pmagpy-4.2.24-1: demag_gui	BD13-5a
	This study	mt	1.3	282	33	2.2	2	8	100	BD13-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:34:50	u	Diabase	863	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-5	pmagpy-4.2.24-1: demag_gui	BD13-5a
	This study	lmt	12	317.2	27.9	0.5	2	4	100	BD13-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:34:50	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-5	pmagpy-4.2.24-1: demag_gui	BD13-5a
	This study	lmt	12	316.5	15.1	0.5	2	4	0	BD13-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:34:50	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-5	pmagpy-4.2.24-1: demag_gui	BD13-5a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD13-5		BD13-5a
	This study	mt	1.3	284.8	21.4	2.2	2	8	0	BD13-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:34:50	u	Diabase	863	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-5	pmagpy-4.2.24-1: demag_gui	BD13-5a
	This study	mt	1.3	159.1	64.9	2.2	2	8	-1	BD13-5a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:34:50	u	Diabase	863	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-5	pmagpy-4.2.24-1: demag_gui	BD13-5a
	This study	mt	0.9	196	75.8	2.2	2	7	-1	BD13-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:35:57	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-6	pmagpy-4.2.24-1: demag_gui	BD13-6a
	This study	lmt	8.8	311.1	17.3	0.5	2	4	0	BD13-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:35:57	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-6	pmagpy-4.2.24-1: demag_gui	BD13-6a
	This study	mt	0.9	279.5	21.6	2.2	2	7	0	BD13-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:35:57	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-6	pmagpy-4.2.24-1: demag_gui	BD13-6a
	This study	lmt	8.8	311.3	30.2	0.5	2	4	100	BD13-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:35:57	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-6	pmagpy-4.2.24-1: demag_gui	BD13-6a
	This study	mt	0.9	276.1	32.7	2.2	2	7	100	BD13-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:35:57	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-6	pmagpy-4.2.24-1: demag_gui	BD13-6a
	This study	lmt	8.8	111.9	61.8	0.5	2	4	-1	BD13-6a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:35:57	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-6	pmagpy-4.2.24-1: demag_gui	BD13-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD13-6		BD13-6a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD13-6		BD13-6a
	This study	mt	3.7	283.5	32	3.8	2	8	100	BD13-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:37:04	u	Diabase	863	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-7	pmagpy-4.2.24-1: demag_gui	BD13-7a
	This study	lmt	7.6	314.4	28	0.9	2	4	100	BD13-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:37:04	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-7	pmagpy-4.2.24-1: demag_gui	BD13-7a
	This study	mt	3.7	286.1	20.2	3.8	2	8	0	BD13-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:37:04	u	Diabase	863	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-7	pmagpy-4.2.24-1: demag_gui	BD13-7a
	This study	lmt	7.6	313.9	15.1	0.9	2	4	0	BD13-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:37:04	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-7	pmagpy-4.2.24-1: demag_gui	BD13-7a
	This study	mt	3.7	147	66.9	3.8	2	8	-1	BD13-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:37:04	u	Diabase	863	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-7	pmagpy-4.2.24-1: demag_gui	BD13-7a
	This study	lmt	7.6	111.4	47.1	0.9	2	4	-1	BD13-7a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:37:04	u	Diabase	818	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-7	pmagpy-4.2.24-1: demag_gui	BD13-7a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD13-7		BD13-7a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD13-7		BD13-7a
	This study	mt	2.7	281	34.1	2.7	2	7	100	BD13-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:38:12	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	BD13-8	pmagpy-4.2.24-1: demag_gui	BD13-8a
	This study	lmt	10.5	313.7	8.1	2.1	2	5	0	BD13-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:38:12	u	Diabase	823	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-8	pmagpy-4.2.24-1: demag_gui	BD13-8a
	This study	mt	2.7	284.1	22.5	2.7	2	7	0	BD13-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:38:12	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	BD13-8	pmagpy-4.2.24-1: demag_gui	BD13-8a
	This study	lmt	10.5	86.6	62.3	2.1	2	5	-1	BD13-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:38:12	u	Diabase	823	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-8	pmagpy-4.2.24-1: demag_gui	BD13-8a
	This study	mt	2.7	188	78.3	2.7	2	7	-1	BD13-8a_LP-DIR-T	Intrusive:Igneous	Diabase	hargrave 2020-10-01 13:38:12	u	Diabase	863	829	K	LP-DIR-T:DE-BFL:DA-DIR	g	BD13-8	pmagpy-4.2.24-1: demag_gui	BD13-8a
