specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,correction,s_tensor,aniso_type,NLT_beta
AX1-1a,AX1-1,AX1,1.28e-07,5.375570643911046e-06,-2.3350744748937545e-08,-1.6472138426543072e-08,-1.247694328564764e-07,-7.788461346249797e-08,2.1261205174625574e-07,-5.370799740272976e-06,1.094442521738124e-09,4.70395607131369e-08,3e-05,IZ,843.0,1,,,
AX1-1a,AX1-1,AX1,5.019999999999999e-08,5.728039626751842e-06,-2.179813389018657e-08,-1.7339018612588604e-08,-4.1764096930950215e-08,-8.147466747149457e-08,5.7395898362845694e-08,-5.727172562010936e-06,4.292266764941704e-10,4.933728393813215e-08,3e-05,ZI,848.0,1,,,
AX1-1a,AX1-1,AX1,4.190000000000001e-08,5.784242444362855e-06,-1.566693005998289e-08,-1.5557934279048087e-08,-3.561050383614961e-08,-7.391444171316157e-08,3.37834703518249e-08,-5.783671497207115e-06,3.582589192252141e-10,4.976422300256679e-08,3e-05,IZ,853.0,1,,,
AX1-1a,AX1-1,AX1,3.09e-08,5.965476375408699e-06,-1.548351629382491e-08,-1.1126035136721268e-08,-2.431629217860532e-08,-1.1952877728186413e-07,6.760290094248346e-08,-5.963895631610682e-06,2.64205265013344e-10,5.121717134426149e-08,3e-05,ZI,858.0,1,,,
AX1-1a,AX1-1,AX1,2.27e-06,6.167207922138746e-08,-1.7694350211832474e-06,-9.647272914175822e-07,1.0446535114593432e-06,2.0437584116889482e-08,-3.116192276690253e-08,-4.913944525962578e-08,1.940925409644954e-08,2.9477270263220173e-08,3e-05,P,373.0,1,,,
AX1-1a,AX1-1,AX1,1.99e-06,1.9738907513712005e-07,-1.4460692528706366e-06,-1.0314711737716268e-06,8.972463059719672e-07,5.55034866136812e-08,-9.916881088070251e-08,-1.613919356898603e-07,1.7015161080147395e-08,2.2743883654870388e-08,3e-05,P,573.0,1,,,
AX1-1a,AX1-1,AX1,1.57e-06,4.2997559796478927e-07,-1.2402214635814566e-06,-7.334649289323126e-07,6.235221882966055e-07,5.2725697417620176e-08,-8.003421487038384e-08,-4.1915813260282197e-07,1.3424021555694177e-08,1.3359894064186083e-08,3e-05,P,698.0,1,,,
AX1-1a,AX1-1,AX1,1.34e-06,8.441100921507848e-07,-1.070144441214039e-06,-6.430076513967701e-07,4.867566488337911e-07,-3.629750919012966e-08,8.923607526816285e-08,-8.385948135828969e-07,1.1457445149445986e-08,8.122815591025138e-09,3e-05,P,748.0,1,,,
AX1-1a,AX1-1,AX1,7.1e-07,2.071070517456702e-06,-5.316220081039688e-07,-4.413610946774381e-07,1.6333531340355413e-07,-1.8788820960332494e-08,4.0033546845224255e-08,-2.070598315369807e-06,6.070735862766156e-09,1.391566565725622e-08,3e-05,P,793.0,1,,,
AX1-1a,AX1-1,AX1,2.42e-07,3.563332221569383e-06,-1.8714226988440467e-07,-1.2575438651415982e-07,-8.790679777446076e-08,-2.948252979911694e-08,1.2584600657965347e-07,-3.5609872345094403e-06,2.069180392661141e-09,3.103770588991711e-08,3e-05,P,813.0,1,,,
AX1-1a,AX1-1,AX1,1.11e-07,4.561548431335606e-06,-7.261663408736939e-08,-5.084671458739223e-08,-6.680146756987736e-08,-1.4881357587224744e-07,1.1220024514644149e-07,-4.557739540171807e-06,9.490868743197793e-10,3.941703144697462e-08,3e-05,P,828.0,1,,,
AX1-1a,AX1-1,AX1,6.89e-08,5.132011432441468e-06,-4.2081388337874576e-08,-2.6808801043551163e-08,-4.751478656338765e-08,-1.0924771823531141e-08,6.045042036154416e-08,-5.131643765768298e-06,5.891178886543495e-10,4.429072080158971e-08,3e-05,P,835.0,1,,,
AX1-1a,AX1-1,AX1,6.230000000000001e-08,5.527853878047135e-06,-3.044528833898489e-08,-2.5366057934246625e-08,-4.807221154505496e-08,-1.5805356519352723e-07,9.110157607701049e-08,-5.524842809565413e-06,5.326856961272276e-10,4.762535036001055e-08,3e-05,P,839.0,1,,,
AX1-1a,AX1-1,AX1,5.019999999999999e-08,5.845454526739246e-06,-2.179813389018657e-08,-1.7339018612588604e-08,-4.1764096930950215e-08,-1.4129876233165687e-07,8.691754993763472e-08,-5.843100086722178e-06,4.292266764941704e-10,5.0190450020334276e-08,3e-05,P,848.0,1,,,
AX1-2a,AX1-2,AX1,1.74e-06,0.0,-1.0869671862600805e-06,-1.3046185373575313e-06,3.79569240029984e-07,0.0,0.0,0.0,1.8596972537347027e-08,0.0,3e-05,ZI,273.0,1,,,
AX1-2a,AX1-2,AX1,1.71e-06,5.1931791196040225e-08,-1.0878071274703389e-06,-1.2646924599899844e-06,3.759370094433521e-07,-3.1312350630463274e-08,3.479621232152914e-08,-2.248713505316119e-08,1.462106806384525e-08,2.0616941424267e-08,3e-05,ZI,373.0,1,,,
AX1-2a,AX1-2,AX1,1.6e-06,1.22759877940067e-07,-1.0724174892913227e-06,-1.146010319188207e-06,3.1077496195195515e-07,6.613525065986344e-08,-7.470764976754597e-08,-7.151841244201991e-08,1.3680531521726549e-08,1.9347193218498323e-08,3e-05,IZ,473.0,1,,,
AX1-2a,AX1-2,AX1,1.51e-06,1.8894648834335897e-07,-8.97786221866186e-07,-1.170017783723257e-06,3.242503440222654e-07,6.64786075883138e-10,1.345579773453271e-08,-1.8846558047581988e-07,1.2911001623629431e-08,1.801869669830383e-08,3e-05,ZI,573.0,1,,,
AX1-2a,AX1-2,AX1,1.26e-06,2.5123912222908213e-07,-7.660032664316968e-07,-9.875254606057303e-07,1.601014068377016e-07,2.5710178853379752e-08,-6.580505813588145e-08,-2.411011770305159e-07,1.0773418573359658e-08,1.5418361499877528e-08,3e-05,IZ,673.0,1,,,
AX1-2a,AX1-2,AX1,1.19e-06,3.5647582532435895e-07,-8.305426734527802e-07,-8.334468860549147e-07,1.7794705869801433e-07,1.3138927834615528e-07,-8.100779380643791e-08,-3.213247717169858e-07,1.0174895319284121e-08,1.4209252716944291e-08,3e-05,ZI,698.0,1,,,
AX1-2a,AX1-2,AX1,1.09e-06,3.1768084363741814e-07,-6.483801610002725e-07,-8.730446274122083e-07,7.41366668251205e-08,-7.013990453091996e-08,1.977461879953748e-08,-3.0920943817727836e-07,9.319862099176212e-09,1.348596386057796e-08,3e-05,IZ,723.0,1,,,
AX1-2a,AX1-2,AX1,1.01e-06,4.882972780022546e-07,-5.668350630118514e-07,-8.278417304961173e-07,1.1608652199779526e-07,-1.6904709980750136e-08,5.0373348651458336e-08,-4.853977629022578e-07,8.635835523089884e-09,1.2395622754818496e-08,3e-05,ZI,748.0,1,,,
AX1-2a,AX1-2,AX1,7.86e-07,6.359973403632719e-07,-5.045874033672001e-07,-5.94989043275882e-07,-9.57893039164459e-08,1.664331780134819e-08,-8.908333528297963e-08,-6.295075665125711e-07,6.7205611100481675e-09,1.1629382233571167e-08,3e-05,IZ,773.0,1,,,
AX1-2a,AX1-2,AX1,5.79e-07,1.2695781092689412e-06,-3.5805791555793957e-07,-4.550104481271348e-07,1.0105451238551207e-09,8.00545129268151e-08,4.129773999731761e-08,-1.2663784375794085e-06,4.950642344424795e-09,1.2638423585851635e-08,3e-05,ZI,793.0,1,,,
AX1-2a,AX1-2,AX1,4.46e-07,1.5326968244524427e-06,-1.8074636506551744e-07,-2.460563594468882e-07,-3.2512000782994947e-07,-2.6503012516747103e-08,-3.7114005475885896e-08,-1.5320181776374832e-06,3.8134481616812756e-09,1.6603979021145947e-08,3e-05,IZ,803.0,1,,,
AX1-2a,AX1-2,AX1,2.09e-07,2.4456846608358085e-06,-1.0748760005926743e-07,-1.5124974656112766e-07,-9.6181755019825e-08,-5.982111881259464e-09,-1.8890908937692363e-08,-2.4456043850436053e-06,1.7870194300255306e-09,2.1876457294599284e-08,3e-05,ZI,813.0,1,,,
AX1-2a,AX1-2,AX1,1.74e-07,2.8380488450317216e-06,-5.208617911849573e-08,-7.356394881456213e-08,-1.4883338126792811e-07,-5.261631966068551e-08,-3.561880737553621e-08,-2.8373374967127892e-06,1.4877578029877623e-09,2.5608745966813523e-08,3e-05,IZ,823.0,1,,,
AX1-2a,AX1-2,AX1,9.13e-08,3.4846336966665505e-06,-3.875937355420817e-08,-5.218954076441901e-08,-6.410657373845832e-08,-4.4116819310010706e-08,-1.2793695163822496e-08,-3.4843309296853552e-06,7.806453299585213e-10,3.0363716093687616e-08,3e-05,ZI,828.0,1,,,
AX1-2a,AX1-2,AX1,8.109999999999999e-08,3.7481177890672517e-06,-2.332964833069592e-08,-3.118538457897484e-08,-7.113655387652324e-08,-3.16605900817565e-08,-4.422505507477341e-08,-3.747723137087596e-06,6.934319415075144e-10,3.2669629085994204e-08,3e-05,IZ,833.0,1,,,
AX1-2a,AX1-2,AX1,5.81e-08,4.193508873147093e-06,-2.0678774076440518e-08,-2.899057204832726e-08,-4.590800621902761e-08,-4.166951033037252e-08,-3.4234393265336674e-08,-4.193162091714317e-06,4.967743008826953e-10,3.6256811979762164e-08,3e-05,ZI,835.0,1,,,
AX1-2a,AX1-2,AX1,5.21e-08,4.414631120864451e-06,-1.4377958467379125e-08,-2.1722725664849733e-08,-4.511992353716925e-08,-3.927683041965803e-08,-9.882360336156344e-09,-4.4144453335443276e-06,4.454723076762208e-10,3.81370834459052e-08,3e-05,IZ,837.0,1,,,
AX1-2a,AX1-2,AX1,4.81e-08,4.656635668613058e-06,-1.1064385367469216e-08,-1.812637305456685e-08,-4.3158127581335195e-08,-9.886804533918278e-09,-3.5334762441748847e-08,-4.656491109822789e-06,4.112709788719044e-10,4.0188665772320385e-08,3e-05,ZI,839.0,1,,,
AX1-2a,AX1-2,AX1,7.92e-08,4.752581727843587e-06,-9.225267788378117e-09,-1.2981212848564499e-08,-7.758235976826805e-08,2.189976658633073e-08,5.3179587358696544e-08,-4.7522337286316794e-06,6.771863103254642e-10,4.130365624457243e-08,3e-05,IZ,843.0,1,,,
AX1-2a,AX1-2,AX1,3.76e-08,5.035742590806346e-06,-1.1244822506842599e-08,-1.0973362660949538e-08,-3.415990747500474e-08,-3.1594635221952424e-09,-3.0859721509700766e-08,-5.035647042460344e-06,3.214924907605739e-10,4.335137636513635e-08,3e-05,ZI,848.0,1,,,
AX1-2a,AX1-2,AX1,3.35e-08,5.060232068793511e-06,-5.573657538972532e-09,-1.4595966286664149e-08,-2.9633462669705312e-08,-1.5679911990696268e-09,-3.822480695627612e-08,-5.060087449400752e-06,2.8643612873614963e-10,4.352213348761859e-08,3e-05,IZ,853.0,1,,,
AX1-2a,AX1-2,AX1,2.77e-08,5.237973424176777e-06,-1.3642773864026924e-08,-1.0169010238934301e-08,-2.185762914992093e-08,5.003662899593727e-09,-8.122323749014582e-08,-5.237341247372697e-06,2.368442019698909e-10,4.49753710030477e-08,3e-05,ZI,858.0,1,,,
AX1-2a,AX1-2,AX1,1.71e-06,8.343093526188983e-08,-1.0878071274703389e-06,-1.2646924599899844e-06,3.759370094433521e-07,4.917762553830537e-08,-3.7430114922796254e-08,-5.6047021347740975e-08,1.462106806384525e-08,1.9238247452427957e-08,3e-05,P,373.0,1,,,
AX1-2a,AX1-2,AX1,1.51e-06,1.7031516648459326e-07,-8.97786221866186e-07,-1.170017783723257e-06,3.242503440222654e-07,5.8179140518133084e-08,-5.819396418121962e-08,-1.4911708847788363e-07,1.2911001623629431e-08,1.261173999659166e-08,3e-05,P,573.0,1,,,
AX1-2a,AX1-2,AX1,1.19e-06,3.536631889139424e-07,-8.305426734527802e-07,-8.334468860549147e-07,1.7794705869801433e-07,1.797179358080299e-08,-1.0909261396532298e-08,-3.5303775130154287e-07,1.0174895319284121e-08,8.806842167111468e-09,3e-05,P,698.0,1,,,
AX1-2a,AX1-2,AX1,1.01e-06,6.590023914630677e-07,-5.668350630118514e-07,-8.278417304961173e-07,1.1608652199779526e-07,-1.5061203952353104e-08,1.6596965814103077e-08,-6.586211754987183e-07,8.635835523089884e-09,7.472990343743128e-09,3e-05,P,748.0,1,,,
AX1-2a,AX1-2,AX1,5.79e-07,1.64332093228626e-06,-3.5805791555793957e-07,-4.550104481271348e-07,1.0105451238551207e-09,-1.4920144119676283e-08,3.2842017666989717e-09,-1.6432499170267395e-06,4.950642344424795e-09,1.1222311013916307e-08,3e-05,P,793.0,1,,,
AX1-2a,AX1-2,AX1,2.09e-07,2.9655528852979164e-06,-1.0748760005926743e-07,-1.5124974656112766e-07,-9.6181755019825e-08,-7.082812682589138e-09,2.582911453070594e-08,-2.965431942585407e-06,1.7870194300255306e-09,2.5907506569269652e-08,3e-05,P,813.0,1,,,
AX1-2a,AX1-2,AX1,9.13e-08,3.963204569470833e-06,-3.875937355420817e-08,-5.218954076441901e-08,-6.410657373845832e-08,-5.23976000064129e-08,-6.48801638198304e-08,-3.962327032859702e-06,7.806453299585213e-10,3.428683212632716e-08,3e-05,P,828.0,1,,,
AX1-2a,AX1-2,AX1,5.81e-08,4.536604149603901e-06,-2.0678774076440518e-08,-2.899057204832726e-08,-4.590800621902761e-08,8.804710647382177e-09,-5.377764242647409e-08,-4.53627684918467e-06,4.967743008826953e-10,3.916052148094225e-08,3e-05,P,835.0,1,,,
AX1-2a,AX1-2,AX1,4.81e-08,4.875602829995818e-06,-1.1064385367469216e-08,-1.812637305456685e-08,-4.3158127581335195e-08,-3.365621913529921e-08,-6.201223886375134e-08,-4.875092275742876e-06,4.112709788719044e-10,4.1982131107298346e-08,3e-05,P,839.0,1,,,
AX1-2a,AX1-2,AX1,3.76e-08,5.148089888332133e-06,-1.1244822506842599e-08,-1.0973362660949538e-08,-3.415990747500474e-08,2.838762526496785e-08,-5.1247715911436444e-08,-5.147756531994616e-06,3.214924907605739e-10,4.420521747957891e-08,3e-05,P,848.0,1,,,
AX1-3a,AX1-3,AX1,1.19e-06,0.0,-8.333818290165965e-07,-7.991844406572963e-07,2.878870557636046e-07,0.0,0.0,0.0,1.0174895319284121e-08,0.0,3e-05,ZI,273.0,1,,,
AX1-3a,AX1-3,AX1,1.19e-06,1.1679397288038643e-07,-7.853068003766736e-07,-8.450907651254741e-07,2.9191578919577505e-07,-7.485228571394394e-08,8.942254377159303e-08,-6.447952388167132e-09,1.0174895319284121e-08,1.4329142529580513e-08,3e-05,ZI,373.0,1,,,
AX1-3a,AX1-3,AX1,1.13e-06,6.12650359512931e-08,-7.449626629717828e-07,-8.044864954980736e-07,2.7337174202762454e-07,-4.145583621014669e-08,2.8972519230627272e-08,-3.457472203303534e-08,9.661875387219375e-09,1.366395521056444e-08,3e-05,IZ,473.0,1,,,
AX1-3a,AX1-3,AX1,1.08e-06,9.760115826616787e-08,-6.775041341323677e-07,-7.932554214883347e-07,2.7952456871072243e-07,4.364682825468486e-08,-3.28035022922302e-08,-8.09003752498543e-08,9.234358777165422e-09,1.2939000499063868e-08,3e-05,ZI,573.0,1,,,
AX1-3a,AX1-3,AX1,9.13e-07,1.354673722763971e-07,-5.658565825264461e-07,-6.938087176922876e-07,1.7889882969341866e-07,-7.715510541881645e-08,3.718680095104979e-08,-1.0495542146221073e-07,7.806453299585211e-09,1.1094539550710354e-08,3e-05,IZ,673.0,1,,,
AX1-3a,AX1-3,AX1,8.709999999999999e-07,1.5859454947421947e-07,-6.09290153865322e-07,-5.945813568903769e-07,1.840638977126435e-07,1.0248622631841568e-08,1.2038922338824382e-08,-1.5780450312332823e-07,7.447339347139889e-09,1.032268755916202e-08,3e-05,ZI,698.0,1,,,
AX1-3a,AX1-3,AX1,7.990000000000001e-07,1.6221013709351584e-07,-5.303868672660157e-07,-5.84935217598141e-07,1.2223568319094645e-07,-8.662241164742236e-09,-1.1642251500900848e-08,-1.6155974787641512e-07,6.831715428662197e-09,9.697848448391465e-09,3e-05,IZ,723.0,1,,,
AX1-3a,AX1-3,AX1,7.440000000000001e-07,2.79859384371553e-07,-4.896545043490004e-07,-5.438164204724854e-07,1.3430624406641664e-07,9.022514198544594e-09,1.929864373545085e-08,-2.790473644533018e-07,6.361447157602846e-09,8.888283153417938e-09,3e-05,ZI,748.0,1,,,
AX1-3a,AX1-3,AX1,5.69e-07,4.052375593126388e-07,-3.5933495782259145e-07,-4.405881879040482e-07,-2.2834989951026486e-08,-4.442512869383008e-08,-1.9002274158261418e-08,-4.0234661797387503e-07,4.8651390224140036e-09,8.01538805844881e-09,3e-05,IZ,773.0,1,,,
AX1-3a,AX1-3,AX1,4.09e-07,9.252470281602024e-07,-2.5582986026062955e-07,-3.1818817416712957e-07,2.4256306792568306e-08,5.488204693089091e-08,3.33264898239014e-08,-9.23016451164322e-07,3.4970858702413494e-09,8.953700325618893e-09,3e-05,ZI,793.0,1,,,
AX1-3a,AX1-3,AX1,2.710000000000001e-07,1.139530111982989e-06,-1.335824919475822e-07,-1.632059129851436e-07,-1.701779886229706e-07,-1.5277428174345087e-09,-2.6912656549903438e-08,-1.1392112407430302e-06,2.317140026492435e-09,1.160561066161292e-08,3e-05,IZ,803.0,1,,,
AX1-3a,AX1-3,AX1,1.4599999999999998e-07,1.7062597980590604e-06,-8.755324814705448e-08,-1.0143141423586807e-07,-5.7983592032677956e-08,1.2423189923787606e-08,-2.2623056873117256e-08,-1.7060645826352467e-06,1.2483485013575476e-09,1.518548627633599e-08,3e-05,ZI,813.0,1,,,
AX1-3a,AX1-3,AX1,1.2099999999999998e-07,1.950085038231231e-06,-4.685675025671219e-08,-5.259086359288223e-08,-9.838519208669033e-08,2.7998723029066398e-08,-3.84711055120795e-08,-1.9495044759842747e-06,1.0345901963305702e-09,1.7558687492840047e-08,3e-05,IZ,823.0,1,,,
AX1-3a,AX1-3,AX1,7.66e-08,2.328578871177279e-06,-3.282401345828154e-08,-4.705211985432436e-08,-5.075669569332549e-08,2.9230287050817755e-08,-1.9304136929045664e-08,-2.328315378102718e-06,6.549554466026586e-10,2.0360327739763772e-08,3e-05,ZI,828.0,1,,,
AX1-3a,AX1-3,AX1,7.47e-08,2.466234798048033e-06,-2.542635748450164e-08,-3.019477020972313e-08,-6.341818506589686e-08,4.0595635917154055e-08,-3.8799064772911585e-08,-2.4655954059861995e-06,6.387098154206083e-10,2.164176758916362e-08,3e-05,IZ,833.0,1,,,
AX1-3a,AX1-3,AX1,5.68e-08,2.714117258270135e-06,-2.1515404479356228e-08,-2.6664333068419444e-08,-4.5302767157272975e-08,-2.650353982121443e-09,-3.6289620039609445e-08,-2.7138733446387923e-06,4.856588690212925e-10,2.3603913705341206e-08,3e-05,ZI,835.0,1,,,
AX1-3a,AX1-3,AX1,5.93e-08,2.8269770342071615e-06,-1.323590324810343e-08,-2.3017941224940358e-08,-5.302334624457453e-08,2.983770780260704e-08,-2.1600169657877425e-09,-2.8268187415281004e-06,5.070346995239902e-10,2.4630176178611703e-08,3e-05,IZ,837.0,1,,,
AX1-3a,AX1-3,AX1,5.16e-08,2.9742098597392477e-06,-1.2183085796294113e-08,-2.019613212397712e-08,-4.5893884861830954e-08,6.633864634665041e-08,-1.2472590603780848e-08,-2.973443779232202e-06,4.411971415756812e-10,2.582577213984476e-08,3e-05,ZI,839.0,1,,,
AX1-3a,AX1-3,AX1,7.809999999999999e-08,3.0348354866398715e-06,-1.3580594874317208e-08,-1.4614460625695513e-08,-7.550890665000827e-08,7.84434677830495e-08,8.711476766397345e-09,-3.033809018956761e-06,6.677809449042771e-10,2.659991666172928e-08,3e-05,IZ,843.0,1,,,
AX1-3a,AX1-3,AX1,3.93e-08,3.2251099544683314e-06,-1.1841545155383605e-08,-1.3670253630875662e-08,-3.489114463586058e-08,5.1985812230568926e-08,-3.4341751099581204e-08,-3.2245080768806994e-06,3.3602805550240836e-10,2.7876108347115788e-08,3e-05,ZI,848.0,1,,,
AX1-3a,AX1-3,AX1,3.12e-08,3.262689084700189e-06,-7.948315802124727e-09,-1.2869420018870664e-08,-2.728813486274915e-08,7.254950130827562e-08,-4.408418621205649e-08,-3.261584464306834e-06,2.667703646736677e-10,2.8131857842500607e-08,3e-05,IZ,853.0,1,,,
AX1-3a,AX1-3,AX1,2.32e-08,3.3609772210548097e-06,-9.402350191506815e-09,-9.369586947234448e-09,-1.9027523520271512e-08,6.662907146165932e-08,-5.810984656840044e-08,-3.359814234897112e-06,1.9836770706503497e-10,2.890080362020945e-08,3e-05,ZI,858.0,1,,,
AX1-3a,AX1-3,AX1,1.19e-06,2.2653773803241383e-08,-7.853068003766736e-07,-8.450907651254741e-07,2.9191578919577505e-07,-1.0290963183243477e-08,2.037670894955955e-09,-2.007828283527758e-08,1.0174895319284121e-08,1.3851538165748129e-08,3e-05,P,373.0,1,,,
AX1-3a,AX1-3,AX1,1.08e-06,1.0767500145820552e-07,-6.775041341323677e-07,-7.932554214883347e-07,2.7952456871072243e-07,5.71683906371566e-08,-5.645827961806241e-08,-7.168084621117908e-08,9.234358777165422e-09,1.1042754037693647e-08,3e-05,P,573.0,1,,,
AX1-3a,AX1-3,AX1,8.709999999999999e-07,1.817858332983383e-07,-6.09290153865322e-07,-5.945813568903769e-07,1.840638977126435e-07,1.7293402651301037e-09,-3.818778453707655e-09,-1.8173749063234076e-07,7.447339347139889e-09,6.284494167793133e-09,3e-05,P,698.0,1,,,
AX1-3a,AX1-3,AX1,7.440000000000001e-07,4.346649862182568e-07,-4.896545043490004e-07,-5.438164204724854e-07,1.3430624406641664e-07,1.0456228344775322e-08,-1.2207701490557947e-08,-4.34367689356882e-07,6.361447157602846e-09,4.967743008826954e-09,3e-05,P,748.0,1,,,
AX1-3a,AX1-3,AX1,4.09e-07,1.1949169906398252e-06,-2.5582986026062955e-07,-3.1818817416712957e-07,2.4256306792568306e-08,7.1613451008183194e-09,-5.640547735049652e-09,-1.1948822175751599e-06,3.4970858702413494e-09,1.0773418573359658e-08,3e-05,P,793.0,1,,,
AX1-3a,AX1-3,AX1,1.4599999999999998e-07,2.0288946038830947e-06,-8.755324814705448e-08,-1.0143141423586807e-07,-5.7983592032677956e-08,3.7758780941325294e-08,-7.171846145906424e-09,-2.0285305402558336e-06,1.2483485013575476e-09,1.7784690978244515e-08,3e-05,P,813.0,1,,,
