Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,P,Ndir,INC,DEC,k,a95,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
1906,37,39.5,45.5,46.5,T-,5,48,2.2,8.9,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1907,38,39.5,45.5,46.5,T-,9,54,3,10,O,9,-54,163,37,9,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1908,39,39.5,45.5,46.5,T-,5,49,2.2,8.5,O,9,-59,146,165,4,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1909,40,39.5,45.5,46.5,T-,15,45,7.7,7.3,O,10,-64,173,12,15,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1910,41,39.5,45.5,46.5,T-,9,45,6,8,O,9,-57,162,12,15,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1911,42,39.5,45.5,46.5,T-,3,46,3.5,9,O,12,-49,169,56,6,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
340,18.MonteCapanna,42,14,48,ONR,1,40.8,&nbsp;,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
6398,0322x12c000,-60,-79,48,T+,2,24.6,0.5,3.5,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6399,0322x13c000,-60,-79,48,T+,2,29.9,4.5,4.2,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6189,"1206A-22R-1,127-129cm",35,172.1,48.1,T+,4,6.6,0.4,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6190,"1206A-22R-2,31-33cm",35,172.1,48.1,T+,4,11,0.8,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6191,"1206A-22R-2,3-5cm",35,172.1,48.1,T+,4,8.2,1.9,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6192,"1206A-32R-2,117-119cm",35,172.1,48.1,T+,4,7.2,0.8,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6193,"1206A-32R-2,128-130cm",35,172.1,48.1,T+,4,4.3,0.3,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6194,"1206A-33R-1,45-47cm",35,172.1,48.1,T+,6,8.2,0.5,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
1912,43,41,44,49.5,T-,8,48,2.8,9,O,8,-53,172,28,10,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1913,44,41,44,49.5,T-,10,48,3.2,9.3,O,8,-50,160,34,10,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1914,45,41,44,49.5,T-,12,45,6.9,8.5,O,14,-52,159,42,7,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1915,46,41,44,49.5,T-,12,48,3.5,9.2,O,9,-51,161,37,9,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1916,47,41,44,49.5,T-,7,48,5.3,9.4,O,9,-49,162,39,8,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1917,48,41,44,49.5,T-,13,48,3.6,9.3,O,14,-50,160,31,7,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1918,49,40.5,45,49.5,T-,12,49,6.9,9.6,O,12,-49,172,68,5,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1919,50,40.5,45,49.5,T-,13,51,3.6,9.5,O,15,53,348,59,5,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1920,51,40.5,45,49.5,T-,10,50,3.2,9.2,O,10,54,347,55,7,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
1921,52,41,44.5,49.5,T-,4,48,2,9.3,O,4,50,344,22,20,"Solodovnikov,G.M.",1998,"Izv.,Phys.SolidEarth(Eng.Trans.)",34,865-869,&nbsp;,,138
9115,PortLockroy,-64.82,-63.5,50,WT+,15,19.1,5.4,2.4,R,9,84.3,219.5,338,2.8,"Shcherbakova,V.V.,Bakhmutov,V.G.,Shcherbakov,V.P.,Zhidkov,G.V.,Shpyra,V.V.",2012,GeophysicalJournalInternational,189,204-228,&nbsp;,,673
1009,ScottishN,56,-5,51,WZ,2,25,3,4.4,N,&nbsp;,59.3,352,&nbsp;,&nbsp;,"Smith,P.J.",1967,Geophys.J.Roy.Astron.Soc.,12,239-258,&nbsp;,,72
1002,ScottishD,56,-5,51.4,WZ,1,17,&nbsp;,3,R,&nbsp;,-59.3,172,&nbsp;,&nbsp;,"Smith,P.J.",1967,Geophys.J.Roy.Astron.Soc.,12,239-258,&nbsp;,,72
1058,4,20.6,-102.2,52,S,2,8.4,0.2,1.9,O,7,40.9,323.4,8,&nbsp;,"UrrutiaFucugauchi,J.",1980,Geophys.J.Roy.Astron.Soc.,63,601-618,&nbsp;,,78
2209,Nuussuutaa3,70.66,-54.58,52.5,T+,3,13.5,2.5,1.8,R,3,-79.8,204.9,458,5.8,"Riisager,J.,Riisager,P.,Perrin,M.",1999,Bull.Geol.Soc.Danemark,46,69-78,&nbsp;,,150
2591,Barringtonlava06,-31.93,151.35,53,M,2,14.1,5,2.1,R,4,72.1,186.4,&nbsp;,6.9,"Hill,M.J.,Gratton,M.N.,Shaw,J.",2002,EarthPlanet.Sci.Letters,198,245-256,&nbsp;,,180
2592,Barringtonlava07,-31.93,151.35,53,M,2,8.4,5.8,1.2,R,4,74.5,200.9,&nbsp;,12.9,"Hill,M.J.,Gratton,M.N.,Shaw,J.",2002,EarthPlanet.Sci.Letters,198,245-256,&nbsp;,,180
2593,Barringtonlava08,-31.93,151.35,53,M,2,14,0,2.3,R,4,63.5,174.9,&nbsp;,6.5,"Hill,M.J.,Gratton,M.N.,Shaw,J.",2002,EarthPlanet.Sci.Letters,198,245-256,&nbsp;,,180
2594,Barringtonlava12,-31.93,151.35,53,M,2,5.4,2.4,1,R,4,55.4,167.6,&nbsp;,9.7,"Hill,M.J.,Gratton,M.N.,Shaw,J.",2002,EarthPlanet.Sci.Letters,198,245-256,&nbsp;,,180
2595,Barringtonlava13,-31.93,151.35,53,M,1,13.3,&nbsp;,2.5,R,4,51.7,182.4,&nbsp;,5.5,"Hill,M.J.,Gratton,M.N.,Shaw,J.",2002,EarthPlanet.Sci.Letters,198,245-256,&nbsp;,,180
2596,Barringtonlava17,-31.93,151.35,53,M,2,8.1,1.2,1.3,R,4,66,189.6,&nbsp;,10.4,"Hill,M.J.,Gratton,M.N.,Shaw,J.",2002,EarthPlanet.Sci.Letters,198,245-256,&nbsp;,,180
1006,ScottishK,56,-5,53.3,WZ,1,25,&nbsp;,4.4,R,&nbsp;,-59.3,172,&nbsp;,&nbsp;,"Smith,P.J.",1967,Geophys.J.Roy.Astron.Soc.,12,239-258,&nbsp;,,72
2207,Equaluit,69.65,-54.79,53.6,T+,5,88.8,6.5,15.4,R,6,-59.1,164.6,747,2.5,"Riisager,J.,Riisager,P.,Perrin,M.",1999,Bull.Geol.Soc.Danemark,46,69-78,&nbsp;,,150
2208,Equaluit1,69.65,-54.79,53.6,T+,1,51.2,&nbsp;,9,R,5,-58.9,182.4,443,3.6,"Riisager,J.,Riisager,P.,Perrin,M.",1999,Bull.Geol.Soc.Danemark,46,69-78,&nbsp;,,150
2803,Sandvik-2,62,-7,54.63,T+,5,38.4,6.7,7.4,R,&nbsp;,-48.1,145.3,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Abrahamsen,N.,Waagstein,R.",2002,Phys.EarthPlanet.Interiors,131,91-100,&nbsp;,,189
2804,Sandvik-22,62,-7,54.63,T+,3,24.5,1.3,4.5,R,&nbsp;,-51.6,219.8,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Abrahamsen,N.,Waagstein,R.",2002,Phys.EarthPlanet.Interiors,131,91-100,&nbsp;,,189
2805,Sandvik-3,62,-7,54.63,T+,1,40.9,&nbsp;,6.5,R,&nbsp;,-65.7,239.5,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Abrahamsen,N.,Waagstein,R.",2002,Phys.EarthPlanet.Interiors,131,91-100,&nbsp;,,189
6179,"1205A-18R-2,16-18cm",41.2,170.2,55,T+,6,19.8,2.3,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6180,"1205A-27R-4,60-62cm",41.2,170.2,55,T+,4,21.2,2.4,&nbsp;,O,10,-48.3,&nbsp;,57,6.5,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6181,"1205A-27R-4,72-74cm",41.2,170.2,55,T+,4,17.9,1.6,&nbsp;,O,10,-48.3,&nbsp;,57,6.5,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6182,"1205A-27R-4,97-99cm",41.2,170.2,55,T+,4,10.8,0.8,&nbsp;,O,10,-48.3,&nbsp;,57,6.5,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6183,"1205A-33R-2,94-96cm",41.2,170.2,55,T+,4,21.9,2.2,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6184,"1205A-33R-3,87-89cm",41.2,170.2,55,T+,4,27.3,0.7,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6185,"1205A-41R-5,51-53cm",41.2,170.2,55,T+,6,31.2,1.8,&nbsp;,O,4,-44.3,&nbsp;,22553,2.5,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6186,"1205A-41R-5,55-57cm",41.2,170.2,55,T+,6,34.8,1.8,&nbsp;,O,4,-44.3,&nbsp;,22553,2.5,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6187,"1205A-41R-5,66-68cm",41.2,170.2,55,T+,9,31.6,1.8,&nbsp;,O,4,-44.3,&nbsp;,22553,2.5,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
6188,"1205A-41R-5,71-73cm",41.2,170.2,55,T+,6,31.1,2.2,&nbsp;,O,4,-44.3,&nbsp;,22553,2.5,"Carvallo,C.,Ozdemir,O.,DunlopD.",2004,Geophys.J.Int.,156,29-38,&nbsp;,,501
408,Ojin430A-2,38,170.6,55.2,T-,2,94,13,23.5,O,&nbsp;,-17.4,&nbsp;,&nbsp;,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
409,Ojin430A-3,38,170.6,55.2,T-,1,81,&nbsp;,19.6,O,&nbsp;,-22.4,&nbsp;,&nbsp;,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
6365,1205-1,41.2,170.2,55.59,T+,4,46.6,9.3,9.6,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6366,1205-5b,41.2,170.2,55.59,T+,5,42.2,4.6,8.7,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6367,1205-6,41.2,170.2,55.59,T+,4,28.7,2.5,5.9,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6368,1205-8,41.2,170.2,55.59,T+,3,42.8,2.8,8.8,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6369,1205-10,41.2,170.2,55.59,T+,3,30.3,0.8,6.7,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6370,1205-14b,41.2,170.2,55.59,T+,4,68.6,3.3,14.2,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6371,1205-15b,41.2,170.2,55.59,T+,3,60.8,1.8,12.5,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6372,1205-16,41.2,170.2,55.59,T+,6,52.7,9.2,10.9,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6373,1205-17,41.2,170.2,55.59,T+,5,39.1,3.8,8.1,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6374,1205-22,41.2,170.2,55.59,T+,4,26.5,1.6,5.5,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
6375,1205-27,41.2,170.2,55.59,T+,3,32,3.1,6.6,R,22,-44.3,&nbsp;,14,&nbsp;,"Tarduno,J.A.,Cottrell,R.D.",2005,J.Geophys.Res.,110,doi:10.1029JB003970,&nbsp;,,510
337,15.WestElkMtn,40,-100,56,ONR,1,41.7,&nbsp;,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
2801,Famjin-13,62,-7,56.15,T+,6,48.7,3.3,7.4,N,&nbsp;,68.9,358.9,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Abrahamsen,N.,Waagstein,R.",2002,Phys.EarthPlanet.Interiors,131,91-100,&nbsp;,,189
2802,Famjin-14,62,-7,56.15,T+,3,21.1,0.8,3.5,N,&nbsp;,63.4,8.3,&nbsp;,&nbsp;,"Riisager,P.,Riisager,J.,Abrahamsen,N.,Waagstein,R.",2002,Phys.EarthPlanet.Interiors,131,91-100,&nbsp;,,189
405,Nintoku432A-1,41.3,170.4,56.2,S,1,19,&nbsp;,3,O,&nbsp;,-65.2,&nbsp;,&nbsp;,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
406,Nintoku432A-2,41.3,170.4,56.2,T-,1,123,&nbsp;,19.3,O,&nbsp;,-66.4,&nbsp;,&nbsp;,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
407,Nintoku432A-3,41.3,170.4,56.2,T-,1,36,&nbsp;,8.4,O,&nbsp;,-28.6,&nbsp;,&nbsp;,&nbsp;,"Kono,M.,Tosha,T.",1980,Init.Rept.DSDP,55,753-758,&nbsp;,,42
1016,ScottishY,56,-5,57.1,WZ,2,2.7,0.8,1.4,R,&nbsp;,-59.3,172,&nbsp;,&nbsp;,"Smith,P.J.",1967,Geophys.J.Roy.Astron.Soc.,12,239-258,&nbsp;,,72
1793,SkyeStorr11,57.51,-6.17,57.5,TZ,8,38,1,7.2,R,32,-51,183,141,2,"Ade-Hall,J.M.,Khan,M.A.,Dagley,P.,Wilson,R.L.",1968,Geophys.J.Roy.Astron.Soc.,16,375-415,&nbsp;,,126
9114,AnagramIslands,-65.2,-64.32,58,WT+,59,32.8,8.5,4.4,R,7,77.5,176.8,541,2.6,"Shcherbakova,V.V.,Bakhmutov,V.G.,Shcherbakov,V.P.,Zhidkov,G.V.,Shpyra,V.V.",2012,GeophysicalJournalInternational,189,204-228,&nbsp;,,673
336,14.WestElkMtn,40,-100,59,ONR,1,19.6,&nbsp;,&nbsp;,O,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Koenigsberger,J.G.",1938,Terr.Magn.Atmos.Elect.,43,299-320,&nbsp;,,36
6335,20,71.74,-53.95,60,T+,2,15.7,1.1,2.7,R,6,-58.5,117.8,752.6,2.4,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6336,1,71.74,-54.3,60,T+,3,26.1,3,3.6,R,6,-78,173.5,3747.7,1.1,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6337,2,71.74,-54.3,60,T+,3,26.1,5.3,3.6,R,9,-79.3,172.5,1535.1,1.3,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6338,3,71.74,-54.3,60,T+,3,21,1,3.4,R,8,-63.9,270,1886.5,0.9,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6339,11,71.74,-54.3,60,T+,2,49.6,1,7.5,R,6,-69.7,287.3,571.4,2.8,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6340,14,71.74,-54.3,60,T+,2,45.6,5,6.8,R,7,-70.4,283.9,1278.1,1.7,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6341,15,71.74,-54.3,60,T+,4,45,2.8,6.8,R,7,-69.7,285.4,1303.8,1.7,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6342,16,71.74,-54.3,60,T+,3,33.4,4.5,5,R,8,-69.9,284.1,870.1,1.9,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6343,17,71.74,-54.3,60,T+,3,41.5,5.3,6.2,R,9,-70.1,287.7,923.6,1.7,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6344,19,71.74,-54.3,60,T+,1,46.5,&nbsp;,6.9,R,8,-71.1,286.5,225.9,3.7,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6345,20,71.74,-54.3,60,T+,3,42.7,4.4,6.3,R,6,-71.5,285,1256.8,1.9,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6346,21,71.74,-54.3,60,T+,2,40.5,5.2,6.2,R,7,-69.1,289.8,1041.4,1.9,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6347,22,71.74,-54.3,60,T+,4,35.1,6.5,5.2,R,8,-70.7,290.9,6387.1,0.7,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6348,26,71.74,-54.3,60,T+,3,20.4,1.3,3.1,R,8,-69,282.9,1007.5,1.7,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6349,27,71.74,-54.3,60,T+,5,33.3,1.8,5.1,R,9,-68.6,280.8,2356.7,1.1,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6350,28,71.74,-54.3,60,T+,4,24.9,1.1,3.7,R,9,-71.1,277.6,645.6,2,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6351,29,71.74,-54.3,60,T+,2,28.4,1.1,4.4,R,7,-68.4,276.7,2553.8,1.2,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6352,30,71.74,-54.3,60,T+,1,29.6,&nbsp;,4.5,R,8,-69,274.7,856.3,1.9,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6353,31,71.74,-54.3,60,T+,1,50.2,&nbsp;,7.6,R,7,-69.3,283.7,1481.8,1.6,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6354,36,71.74,-54.3,60,T+,2,53,1,7,R,7,-82.8,119.5,1234.4,1.7,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6355,37,71.74,-54.3,60,T+,3,20.6,7,2.8,R,8,-79.8,122.2,3534.5,0.9,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
6356,39,71.74,-54.3,60,T+,4,31.4,1.3,4.6,R,10,-72.6,139.2,432.9,2.3,"Riisager,J.,.Riisager,P.,Zhao,X.,Coe,R.S.",2004,J.Geophys.Res.,109,doi:10.1029/2003JB002887,&nbsp;,,506
2215,Anaanaa410729,70.3,-54,60.1,T+,1,18.7,&nbsp;,3.8,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2216,Anaanaa410733,70.3,-54,60.1,T+,3,8.6,0.1,1.3,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2217,Anaanaa410734,70.3,-54,60.1,T+,2,30.9,1.5,4.8,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2218,Anaanaa410735,70.3,-54,60.1,T+,1,25.2,&nbsp;,3.7,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2219,Anaanaa410737,70.3,-54,60.1,T+,1,22.2,&nbsp;,4.1,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2220,Anaanaa410739,70.3,-54,60.1,T+,1,25,&nbsp;,4.6,N,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2221,Nuusap410797,70.3,-54,60.1,T+,1,53.1,&nbsp;,7.5,R,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2222,Nuusap410801,70.3,-54,60.1,T+,2,30.1,0.9,4.2,R,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2223,Nuusap410805,70.3,-54,60.1,T+,1,23.7,&nbsp;,3.3,R,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2224,Nuusap410811,70.3,-54,60.1,T+,2,11.9,0.4,2,T,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2225,Nuusap410821,70.3,-54,60.1,T+,3,7.4,0.2,1.9,T,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2226,Nuusap410823,70.3,-54,60.1,T+,2,11.9,0.4,3,T,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
2227,Nuusap410825,70.3,-54,60.1,T+,1,7.1,&nbsp;,1.8,T,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,"Riisager,P.,Abrahamsen,N.",2000,Phys.EarthPlanet.Interiors,118,53-64,&nbsp;,,152
