 Data , IDENT, SLAT, SLONG, AGE , DAGE, AgeMtd  , P, Country , Continent , IntM, Ndir, INC , DEC , k, a95 , Nint, F, DF  , DFPc, VDM , GROUP, TYPE, FORM, ROCKMAG , COMMENTS  , LOCATION NAME , Ref 
6388,0238x551xxx ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,43,2.5,5,9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6389,0238x552xxx ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,22.2,0.8,3,4.6,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6390,0238x562049 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,20.7,2.3,11,4.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6391,0238x563026 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,9.1,&nbsp;,&nbsp;,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6392,0238x572106 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,9.1,0.2,2,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6393,0238x582104 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,8.2,0.3,4,1.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6394,0238x592077 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,10.4,&nbsp;,&nbsp;,2.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6395,0238x601104 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,9.5,1.2,12,2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6396,0238x602131 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,10.1,0.8,7,2.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6397,0238x604057 ,-11,71,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,8.2,1,12,1.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1807 &amp; 1808  ,&nbsp;,512
6515,0559a073011 ,35,-41,32,1.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,10.5,0.7,6,2.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1824 ,&nbsp;,512
6516,0559x021142 ,35,-41,32,1.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,14.7,&nbsp;,&nbsp;,3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1824 ,&nbsp;,512
6517,0559x031011 ,35,-41,32,1.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,8,&nbsp;,&nbsp;,1.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1824 ,&nbsp;,512
6539,0706c021009 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,6.6,&nbsp;,&nbsp;,1.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6540,0706c021071 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,8.2,&nbsp;,&nbsp;,1.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6541,0706c021093 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,5.6,0.6,10,1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6542,0706c022039 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,10.9,5.3,48,2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6543,0706c022095 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,6.4,1,15,1.2,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6544,0706c052074 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,3.9,&nbsp;,&nbsp;,0.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6545,0706c052103 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,5.4,1.8,32,1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6546,0706c053044 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,5.8,1.9,32,1.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
6547,0706c077010 ,-13,61,32,2,Fossil,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,5.7,1.5,25,1.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Gradstein et al. 1995,&nbsp;,512
2295,01 Subotan intrusion,40,45.5,32.5,0.5,Stratigraphy,O ,Armenia,Europe,T-,12,-53,166,40,7,9,26,3,11,4.9,Plutonic  ,&nbsp;,Intrusion ,&nbsp;,VDMc  ,&nbsp;,154
2296,02 Subotan intrusion,40,45.5,32.5,0.5,Stratigraphy,O ,Armenia,Europe,T-,12,-50,174,42,7,8,26,2.8,10,5,Plutonic  ,&nbsp;,Intrusion ,&nbsp;,VDMc  ,&nbsp;,154
2297,03 Subotan intrusion,40,45.5,32.5,0.5,Stratigraphy,O ,Armenia,Europe,T-,13,-50,167,43,6,10,26,6.3,24,5,Plutonic  ,&nbsp;,Intrusion ,&nbsp;,VDMc  ,&nbsp;,154
2298,04 Subotan intrusion,40,45.5,32.5,0.5,Stratigraphy,O ,Armenia,Europe,T-,14,65,356,45,6,14,24,3.7,15,3.8,Plutonic  ,&nbsp;,Intrusion ,&nbsp;,VDMc  ,&nbsp;,154
6527,0564x012117 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,13.1,2.8,21,2.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6528,0564x021042 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,14.1,&nbsp;,&nbsp;,2.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6529,0564x022092 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,12.5,&nbsp;,&nbsp;,2.6,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6530,0564x033063 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,13.3,&nbsp;,&nbsp;,2.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6531,0564x041129 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,9,&nbsp;,&nbsp;,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6532,0564x042085 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,13.7,&nbsp;,&nbsp;,2.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6533,0564x043075 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,15.9,3.6,22,3.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6534,0564x054002 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,12.5,&nbsp;,&nbsp;,2.6,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6535,0564x061142 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,18.5,7.8,42,3.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6536,0564x071076 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,11.2,0.1,0,2.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6537,0564x081101 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,15.3,0.1,0,3.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
6538,0564x093p02 ,34,-44,33.2,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,17,2.3,13,3.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1826 ,&nbsp;,512
1826,563/564,34,-44,33.3,0.3,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,9,16.3,3.2,20,3.1,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6527-6538 ,&nbsp;,131
6436,0407x462021 ,64,-31,33.3,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,29.4,&nbsp;,&nbsp;,4.4,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1812 ,&nbsp;,512
6437,0407x463051 ,64,-31,33.3,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,27.1,&nbsp;,&nbsp;,4.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1812 ,&nbsp;,512
6438,0407x464057 ,64,-31,33.3,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,31,1.2,4,4.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1812 ,&nbsp;,512
6439,0407x473137 ,64,-31,33.3,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,27,&nbsp;,&nbsp;,4,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1812 ,&nbsp;,512
6440,0407x474086 ,64,-31,33.3,0.1,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,32,&nbsp;,&nbsp;,4.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1812 ,&nbsp;,512
1063,baked laterite  ,55.1,-6.4,33.5,31.5,Stratigraphy,O ,Ireland,Europe,W ,&nbsp;,-41,178,&nbsp;,8,2,42,3,7,8.9,&nbsp;,&nbsp;,Baked contact,&nbsp;,&nbsp;,&nbsp;,80
1014,Scottish V  ,56,-5,33.9,1.2,K-Ar  ,R ,United Kingdom  ,Europe,WZ,&nbsp;,-59.3,172,&nbsp;,&nbsp;,2,45,4.2,9,7.9,&nbsp;,&nbsp;,Baked contact,&nbsp;,&nbsp;,&nbsp;,72
417,San Juan 01 ,37.8,-106.4,34,1,K-Ar  ,O ,U.S.A.,North America,T-,8,23.9,4.5,6,26,4,16.1,2.9,18,3.9,Volcanic  ,Rhyolite  ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,43
1807,238 (lower) ,-11,71,34,4,Geomagnetic polarity timescale,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,9.4,0.5,5,2,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6388-6397 ,&nbsp;,131
1808,238 (upper) ,-11,71,34,4,Geomagnetic polarity timescale,O ,&nbsp;,Indian Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,33,9.6,29,6.9,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6388-6397 ,&nbsp;,131
6510,0558x293p11 ,37.77,-37.34,34,0.5,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,40.1,2.8,6,7.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6511,0558x294p4b ,37.77,-37.34,34,0.5,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,20.7,&nbsp;,&nbsp;,4.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6512,0558x302p6a ,37.77,-37.34,34,0.5,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,30.1,0.9,2,6,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6513,0558x311p4a ,37.77,-37.34,34,0.5,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,38,&nbsp;,&nbsp;,7.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6514,0558x312p3a ,37.77,-37.34,34,0.5,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,62.3,20.3,32,12.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
1812,407,64,-31,35.2,0.3,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,27.9,3.6,13,4,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6436-6440 ,&nbsp;,131
1870,1,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,8,68,20,25,12,4,25,2,8,3.8,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1871,2,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,8,75,37,40,9,9,25,3,12,3.5,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1872,3,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,11,67,30,47,7,12,23,3.5,15,3.6,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1873,4,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,7,75,35,34,11,7,24,2.6,11,3.4,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1874,5,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,11,76,2,41,7,11,22,6.6,30,3.1,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1875,6,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,10,58,5,49,7,5,23,4.5,19,4,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1876,7,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,15,62,6,51,5,10,22,3.2,14,3.7,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1877,8,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,11,54,2,21,10,9,26,6,23,4.8,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1878,9,40.3,45.2,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,5,57,9,22,17,5,23,6.7,29,4.1,Sedimentary ,Sandstone ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1879,10,40.5,45,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,11,-53,196,62,6,20,26,4.5,17,4.9,Sedimentary ,Argillite ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1880,11,40.5,45,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,10,-68,200,38,8,12,24,3.5,14,3.7,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1881,12,40.5,45,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,17,-63,206,30,7,16,27,8,29,4.4,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1882,13,40.5,45,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,13,-55,199,22,6,10,25,3.2,12,4.6,Volcanic  ,&nbsp;,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1883,14,40.5,45,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,13,63,15,43,6,19,25,8.7,34,4.1,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,VDMc  ,&nbsp;,138
1884,15,41,44.5,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,15,52,352,37,6,13,27,3.6,13,5.1,Volcanic  ,Porphyrite  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1885,16,41,44.5,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,9,63,359,34,10,8,26,2.8,10,4.3,Volcanic  ,Tuff  ,Baked contact,&nbsp;,VDMc  ,&nbsp;,138
1886,17,41,44.5,35.5,1.5,Stratigraphy,O ,Armenia,Europe,T-,8,61,4,38,9,8,26,2.8,10,4.4,Plutonic  ,&nbsp;,Intrusion ,&nbsp;,VDMc  ,&nbsp;,138
1820,522B  ,-27,-5,35.7,1.3,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,19.6,3.2,16,3.8,Volcanic  ,Basalt,Chilled margin  ,&nbsp;,VADM; superceded by PINT Data 6496,&nbsp;,131
6496,0522b032p02 ,-27,-5,35.7,1.3,Geomagnetic polarity timescale,O ,&nbsp;,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,10,&nbsp;,&nbsp;,1.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995; supercedes PINT data 1820 ,&nbsp;,512
332,08. Oberramstadt,50,10,37,12,Estimated ,O ,Germany,Europe,ONR,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,4.7,&nbsp;,&nbsp;,&nbsp;,Volcanic  ,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,36
1887,18,40,45.5,37,3,Stratigraphy,O ,Armenia,Europe,T-,10,-55,196,49,7,9,26,3,11,4.7,Volcanic  ,Porphyrite  ,&nbsp;,&nbsp;,VDMc  ,&nbsp;,138
1888,19,40,45.5,37,3,Stratigraphy,O ,Armenia,Europe,T-,14,65,15,40,6,14,26,3.7,14,4.2,Volcanic  ,Porphyrite  ,&nbsp;,&nbsp;,VDMc  ,&nbsp;,138
1889,20,39.5,46,37,3,Stratigraphy,O ,Armenia,Europe,T-,12,-61,215,36,7,12,26,6.9,26,4.4,Plutonic  ,&nbsp;,Intrusion ,&nbsp;,VDMc  ,&nbsp;,138
6571,0770b172080 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,32.3,&nbsp;,&nbsp;,7.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6572,0770b173147 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,14.7,1.1,7,3.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6573,0770b182035 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,15.6,1.3,8,3.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6574,0770b183005 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,6,14.7,3.8,25,3.5,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6575,0770b183031 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,29,&nbsp;,&nbsp;,6.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6576,0770c023008 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,16.8,0.8,4,4,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6577,0770c023009 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,17.3,0.5,2,4.1,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6578,0770c023019 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,15.7,1.2,7,3.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6579,0770c023020 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,18.5,1.6,8,4.4,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6580,0770c032050 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,11.9,&nbsp;,&nbsp;,2.8,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6581,0770c041016 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,11.2,2,17,2.7,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6582,0770c04x014 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,8.1,1.6,20,1.9,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
6583,0770c091081 ,5,124,38.9,1,Fossil,O ,&nbsp;,Pacific Ocean,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,30.8,13.9,45,7.3,Volcanic  ,Glass ,Lava Flow ,&nbsp;,VADM; Berggren et al. 1995,&nbsp;,512
